"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-04-08","AL",66,,10,,314,314,308,43,,,16753,3956,,,,,,2369,2369,250,0,,,,,,,,0,19122,4206,,,,,19122,4206,,0
"2020-04-08","AR",18,,2,,130,130,76,-18,43,,13530,838,,,,39,30,1000,1000,54,0,,,,,,208,,0,14530,892,,,,,,0,14530,892
"2020-04-08","AS",0,,0,,,,,0,,,3,0,,,,,,0,0,0,0,,,,,,,,0,3,0,,,,,,0,3,0
"2020-04-08","AZ",80,,7,,906,906,,53,,,31838,1038,,,,,,2726,,151,0,,,,,,,,0,45479,2420,3,,,,34564,1189,45479,2420
"2020-04-08","CA",442,,68,,,,2714,0,,1154,127307,11943,,,,,,16957,16957,1092,0,,,,,,,,0,144264,13035,,,,,,0,144264,13035
"2020-04-08","CO",193,,14,,1162,1162,848,83,,,23544,879,,,,,,5655,,226,0,,,,,,,31768,1233,31768,1233,,,,,29199,1105,,0
"2020-04-08","CT",277,,0,,,,1308,0,,,,0,,,27673,,,7781,,0,0,,,,,13497,,,0,41196,2873,,,,,,0,41196,2873
"2020-04-08","DC",27,,5,,,,,0,,,,0,,,,,,1440,,229,0,,,,,,361,8283,460,8283,460,,,,,,0,,0
"2020-04-08","DE",32,27,4,5,,,147,0,,,7628,0,,,,,,928,,0,0,,,,,1298,144,12216,661,12216,661,,,,,,0,,0
"2020-04-08","FL",309,,13,,2062,2062,,63,,,127679,4264,,,,,,14173,,1006,0,,,,,,,136858,11510,136858,11510,,,,,,0,,0
"2020-04-08","GA",362,,33,,1993,1993,,219,,,,0,,,,,,9901,,1083,0,,,,,8525,,,0,40999,3002,,,,,,0,40999,3002
"2020-04-08","GU",4,,0,,,,21,0,,2,562,33,,,,,2,125,,4,0,,,,,,31,,0,687,37,,,,,,0,,0
"2020-04-08","HI",5,5,0,,42,42,,16,,,14739,1584,,,,,,410,,23,0,,,,,372,113,15229,830,15229,830,,,,,,0,,0
"2020-04-08","IA",27,,1,,193,193,122,0,,,12821,1151,,,,,,1145,1145,97,0,,,,,,431,,0,13966,1248,,,,,,0,,0
"2020-04-08","ID",15,,2,,93,93,62,10,24,,10688,612,,,,,,1209,1209,40,0,,,,,,,,0,11898,652,,,,,11898,652,,0
"2020-04-08","IL",462,,82,,,,3680,0,,1166,,0,,,,,821,15078,,1529,0,,,,,,,,0,75066,6334,,,,,,0,75066,6334
"2020-04-08","IN",203,,30,,,,,0,,924,24926,1669,,,,,507,5943,,436,0,,,,,6475,,,0,44194,3016,,,,,,0,44194,3016
"2020-04-08","KS",38,,11,,223,223,,0,,,9137,523,,,,,,1046,,146,0,,,,,,,,0,10183,669,,,,,,0,,0
"2020-04-08","KY",65,,6,,,,,0,,,,0,,,,,,1149,,141,0,,,,,,,,0,21604,1649,,,,,,0,21604,1649
"2020-04-08","LA",652,,70,,,,1983,0,,,64376,6005,,,,,490,17030,17030,746,0,,,,,,,,0,81406,6751,,,,,,0,,0
"2020-04-08","MA",615,,100,,2119,2119,2119,288,,,70721,4579,,,,,,16790,16790,1588,0,,,,,23820,,,0,114147,7958,,,,,,0,114147,7958
"2020-04-08","MD",191,181,31,10,1210,1210,,104,,,32933,5677,,,,,,5529,5529,1158,0,,,,,6976,365,,0,41778,7936,,,,,,0,41778,7936
"2020-04-08","ME",14,,2,,101,101,,2,,,,0,,,,,,537,537,18,0,,,,,676,187,,0,13950,706,,,,,,0,13950,706
"2020-04-08","MI",1600,1668,151,78,,,,0,,,,0,,,53176,,,28064,27334,1100,0,,,,,28010,56,,0,81186,4053,,,,,,0,81186,4053
"2020-04-08","MN",39,,5,,271,271,135,29,105,64,31954,1351,,,,,,1534,1534,102,0,,,,,,593,33488,1453,33488,1453,,,,,,0,,0
"2020-04-08","MO",58,,5,,,,519,0,,,30783,1851,,2,31459,,,3327,3327,290,0,,,0,,4106,,,0,35599,2744,,,2,,,0,35599,2744
"2020-04-08","MP",2,,0,,,,,0,,,27,12,,,,,,11,11,3,0,,,,,,,,0,38,15,,,,,,0,,0
"2020-04-08","MS",67,,8,,410,410,,33,,,18632,0,,,,,,2003,,88,0,,,,,,,,0,20635,88,,,,,,0,,0
"2020-04-08","MT",6,,0,,31,31,,3,,,,0,,,,,,332,,13,0,,,,,,135,,0,7398,413,,,,,,0,7398,413
"2020-04-08","NC",53,,7,,,,386,0,,,,0,,,,,,3426,,205,0,,,,,,,,0,48130,913,,,,,,0,48130,913
"2020-04-08","ND",4,,0,,34,34,16,1,,,8301,835,,,,,,251,251,14,0,,,,,,98,8431,877,8431,877,,,,,8059,828,8496,884
"2020-04-08","NE",12,,2,,,,,0,,,7442,631,,,7439,,,519,,72,0,,,,,502,,,0,8016,561,,,,,8067,798,8016,561
"2020-04-08","NH",18,,5,,118,118,,10,,,8763,374,,,,,,788,,41,0,,,,,,227,,0,9888,431,,,,,,0,9888,431
"2020-04-08","NJ",1969,1504,338,465,,,7026,0,,1617,52979,2421,,,,,1576,47437,47437,3021,0,,,,,,,,0,100416,5442,,,,,100416,5442,,0
"2020-04-08","NM",16,,3,,,,59,0,,,,0,,,,,18,794,,108,0,,,,,,201,,0,21933,108,,,,,,0,21933,108
"2020-04-08","NV",101,,10,,,,282,0,,,18248,1696,,,,,,2318,2318,231,0,,,,,,,24151,1081,24151,1081,,,,,,0,24634,2816
"2020-04-08","NY",6268,,779,,,,18079,0,,4841,,0,,,,,,149316,,10453,0,,,,,,,365153,25095,365153,25095,,,,,,0,,0
"2020-04-08","OH",193,,26,,1495,1495,,141,472,,,0,,,,,,5148,5148,366,0,,,,,5435,,,0,52405,2535,,,,,,0,52405,2535
"2020-04-08","OK",79,,12,,390,390,188,14,,120,11821,0,,,,,,1524,,52,0,,,,,,686,,0,13345,52,,,,,,0,,0
"2020-04-08","OR",33,,6,,324,324,,66,,,21826,1157,,,14897,,69,1181,,49,0,,,,,3124,,,0,18021,2291,,,,,,0,18021,2291
"2020-04-08","PA",309,,69,,,,1898,0,,,82299,5580,,,,,603,16239,,1680,0,,,,,,,101744,7763,101744,7763,,,,,98538,7260,,0
"2020-04-08","PR",24,,1,,,,,0,,,4266,300,,,,,,620,,47,0,,,,,,,,0,4886,347,,,,,,0,,0
"2020-04-08","RI",35,,5,,,,143,0,,45,11667,1572,,,12646,,26,1890,,273,0,,,,,1937,,12528,1913,12528,1913,,,,,13557,1845,14583,2013
"2020-04-08","SC",63,,12,,241,241,,0,,,22082,819,,,,,,2552,2552,135,0,,,,,,,,0,24634,954,,,,,,0,24634,954
"2020-04-08","SD",6,,0,,26,26,,3,,,6355,407,,,,,,393,,73,0,,,,,1179,146,,0,6814,444,,,,,6748,480,6814,444
"2020-04-08","TN",79,,7,,449,449,708,41,,,,0,,,52256,,,4362,,224,0,,,,,4362,592,,0,56618,3744,,,,,,0,56618,3744
"2020-04-08","TX",177,,23,,,,1491,0,,,,0,,,,,,9353,9353,1092,0,,,,,15378,38,,0,146477,10774,,,,,,0,146477,10774
"2020-04-08","UT",13,,0,,158,158,,10,,,37878,2276,,,38725,,,1846,,108,0,,,,,2078,,,0,40803,2493,,,,,39864,2399,40803,2493
"2020-04-08","VA",75,,12,,563,563,,66,,,,0,,,,,,3645,,312,0,1,3,,,6923,,41710,2391,41710,2391,1,20,,,,0,,0
"2020-04-08","VI",1,,0,,,,,0,,,242,20,,,,,,45,,2,0,,,,,,39,,0,287,22,,,,,,0,,0
"2020-04-08","VT",23,,0,,50,50,35,5,,,6777,324,,,,,,608,608,33,0,,,,,,15,,0,7787,393,,,,,7385,357,7787,393
"2020-04-08","WA",443,,14,,,,655,0,,186,,0,,,,,,9027,9027,395,0,,,,,,,124317,5065,124317,5065,,,,,119606,4804,,0
"2020-04-08","WI",99,,7,,790,790,351,45,218,157,30115,1603,,,,,,3279,2756,215,0,,,,,,,34835,1778,34835,1778,,,,,,0,,0
"2020-04-08","WV",4,,0,,,,,0,,,,0,,,,,,462,462,50,0,,,,,,,,0,10707,849,,,,,,0,10707,849
"2020-04-08","WY",0,,0,,33,33,,0,,,3843,54,,,5203,,,303,230,87,0,,,,,256,62,,0,5459,279,,,,,,0,5459,279
"2020-04-07","AK",6,,0,,26,26,,1,,,,0,,,,,,213,,22,0,,,,,,29,,0,6913,30,,,,,,0,6913,30
"2020-04-07","AL",56,,6,,271,271,302,31,,,12797,0,,,,,,2119,2119,151,0,,,,,,,,0,14916,151,,,,,14916,151,,0
"2020-04-07","AR",16,,0,,148,148,74,11,,,12692,722,,,,43,26,946,946,71,0,,,,,,142,,0,13638,793,,,,,,0,13638,793
"2020-04-07","AS",0,,0,,,,,0,,,3,0,,,,,,0,0,0,0,,,,,,,,0,3,0,,,,,,0,3,0
"2020-04-07","AZ",73,,8,,853,853,,34,,,30800,722,,,,,,2575,,119,0,,,,,,,,0,43059,3664,1,,,,33375,841,43059,3664
"2020-04-07","CA",374,,31,,,,2611,0,,1108,115364,12269,,,,,,15865,15865,1529,0,,,,,,,,0,131229,13798,,,,,,0,131229,13798
"2020-04-07","CO",179,,29,,1079,1079,833,85,,,22665,962,,,,,,5429,,257,0,,,,,,,30535,1634,30535,1634,,,,,28094,1219,,0
"2020-04-07","CT",277,,71,,,,1308,0,,,,0,,,25984,,,7781,,875,0,,,,,12318,,,0,38323,2790,,,,,,0,38323,2790
"2020-04-07","DC",22,,-2,,,,,0,,,,0,,,,,,1211,,114,0,,,,,,318,7823,370,7823,370,,,,,,0,,0
"2020-04-07","DE",28,23,4,5,,,147,0,,,7628,1307,,,,,,928,,255,0,,,,,1203,144,11555,861,11555,861,,,,,,0,,0
"2020-04-07","FL",296,,60,,1999,1999,,317,,,123415,13465,,,,,,13167,,1159,0,,,,,,,125348,11063,125348,11063,,,,,,0,,0
"2020-04-07","GA",329,,100,,1774,1774,,442,,,,0,,,,,,8818,,1504,0,,,,,7817,,,0,37997,6647,,,,,,0,37997,6647
"2020-04-07","GU",4,,0,,,,21,0,,2,529,24,,,,,2,121,,8,0,,,,,,27,,0,650,32,,,,,,0,,0
"2020-04-07","HI",5,5,1,,26,26,,5,,,13155,0,,,,,,387,,16,0,,,,,347,89,14399,701,14399,701,,,,,,0,,0
"2020-04-07","IA",26,,1,,193,193,104,14,,,11670,1017,,,,,,1048,1048,102,0,,,,,,341,,0,12718,1119,,,,,,0,,0
"2020-04-07","ID",13,,3,,83,83,67,6,21,,10076,182,,,,,,1169,1169,69,0,,,,,,,,0,11246,251,,,,,11246,251,,0
"2020-04-07","IL",380,,73,,,,3680,0,,1166,,0,,,,,821,13549,,1287,0,,,,,,,,0,68732,5790,,,,,,0,68732,5790
"2020-04-07","IN",173,,34,,,,,0,,924,23257,2010,,,,,507,5507,,563,0,,,,,6008,,,0,41178,2697,,,,,,0,41178,2697
"2020-04-07","KS",27,,2,,223,223,,25,,,8614,375,,,,,,900,,55,0,,,,,,,,0,9514,430,,,,,,0,,0
"2020-04-07","KY",59,,14,,,,,0,,,,0,,,,,,1008,,53,0,,,,,,,,0,19955,1188,,,,,,0,19955,1188
"2020-04-07","LA",582,,70,,,,1996,0,,,58371,4072,,,,,519,16284,16284,1417,0,,,,,,,,0,74655,5489,,,,,,0,,0
"2020-04-07","MA",515,,67,,1831,1831,1831,164,,,66142,3550,,,,,,15202,15202,1365,0,,,,,21713,,,0,106189,7622,,,,,,0,106189,7622
"2020-04-07","MD",160,152,22,8,1106,1106,,47,,,27256,1684,,,,,,4371,4371,326,0,,,,,5376,288,,0,33842,1404,,,,,,0,33842,1404
"2020-04-07","ME",12,,2,,99,99,,7,,,,0,,,,,,519,519,20,0,,,,,652,176,,0,13244,951,,,,,,0,13244,951
"2020-04-07","MI",1449,1522,158,72,,,,0,,,,0,,,50344,,,26964,26290,1179,0,,,,,26789,56,,0,77133,4852,,,,,,0,77133,4852
"2020-04-07","MN",34,,4,,242,242,120,19,100,64,30603,1448,,,,,,1432,1432,102,0,,,,,,515,32035,1550,32035,1550,,,,,,0,,0
"2020-04-07","MO",53,,14,,,,508,0,,,28932,1819,,2,29042,,,3037,3037,315,0,,,0,,3786,,,0,32855,901,,,2,,,0,32855,901
"2020-04-07","MP",2,,1,,,,,0,,,15,2,,,,,,8,8,0,0,,,,,,,,0,23,2,,,,,,0,,0
"2020-04-07","MS",59,,8,,377,377,,-98,,,18632,0,,,,,,1915,,177,0,,,,,,,,0,20547,177,,,,,,0,,0
"2020-04-07","MT",6,,0,,28,28,,4,,,,0,,,,,,319,,20,0,,,,,,,,0,6985,196,,,,,,0,6985,196
"2020-04-07","NC",46,,13,,,,354,0,,,,0,,,,,,3221,,351,0,,,,,,,,0,47217,852,,,,,,0,47217,852
"2020-04-07","ND",4,,1,,33,33,18,1,,,7466,478,,,,,,237,237,12,0,,,,,,82,7554,437,7554,437,,,,,7231,416,7612,443
"2020-04-07","NE",10,,2,,,,,0,,,6811,433,,,6933,,,447,,38,0,,,,,452,,,0,7455,1083,,,,,7269,473,7455,1083
"2020-04-07","NH",13,,4,,108,108,,5,,,8389,370,,,,,,747,,32,0,,,,,,211,,0,9457,0,,,,,,0,9457,0
"2020-04-07","NJ",1631,1232,297,399,,,7017,0,,1651,50558,2616,,,,,1540,44416,44416,3326,0,,,,,,,,0,94974,5942,,,,,94974,5942,,0
"2020-04-07","NM",13,,1,,,,51,0,,,,0,,,,,18,686,,62,0,,,,,,171,,0,21825,2689,,,,,,0,21825,2689
"2020-04-07","NV",91,,12,,,,282,0,,,16552,876,,,,,,2087,2087,134,0,,,,,,,23070,1328,23070,1328,,,,,,0,21818,1062
"2020-04-07","NY",5489,,731,,,,17493,0,,4539,,0,,,,,,138863,,8174,0,,,,,,,340058,19247,340058,19247,,,,,,0,,0
"2020-04-07","OH",167,,25,,1354,1354,,140,417,,,0,,,,,,4782,4782,332,0,,,,,5065,,,0,49870,3216,,,,,,0,49870,3216
"2020-04-07","OK",67,,16,,376,376,186,36,,137,11821,10399,,,,,,1472,,145,0,,,,,,612,,0,13293,10544,,,,,,0,,0
"2020-04-07","OR",27,,0,,258,258,,0,,,20669,1113,,,12775,,40,1132,,64,0,,,,,2955,,,0,15730,1524,,,,,,0,15730,1524
"2020-04-07","PA",240,,78,,,,1665,-1145,,,76719,5845,,,,,548,14559,,1579,0,,,,,,,93981,7606,93981,7606,,,,,91278,7424,,0
"2020-04-07","PR",23,,2,,,,,0,,,3966,534,,,,,,573,,60,0,,,,,,,,0,4539,594,,,,,,0,,0
"2020-04-07","RI",30,,3,,,,123,0,,40,10095,1486,,,10923,,26,1617,,261,0,,,,,1647,,10615,1924,10615,1924,,,,,11712,1747,12570,1916
"2020-04-07","SC",51,,7,,241,241,,0,,,21263,4336,,,,,,2417,2417,368,0,,,,,,,,0,23680,4704,,,,,,0,23680,2296
"2020-04-07","SD",6,,2,,23,23,,0,,,5948,216,,,,,,320,,32,0,,,,,1140,98,,0,6370,356,,,,,6268,248,6370,356
"2020-04-07","TN",72,,7,,408,408,802,56,,,,0,,,48736,,,4138,,336,0,,,,,4138,466,,0,52874,5524,,,,,,0,52874,5524
"2020-04-07","TX",154,,14,,,,1252,0,,,,0,,,,,,8261,8261,988,0,,,,,14319,38,,0,135703,10135,,,,,,0,135703,10135
"2020-04-07","UT",13,,0,,148,148,,10,,,35602,2202,,,36359,,,1738,,63,0,,,,,1951,,,0,38310,2395,,,,,37465,2310,38310,2395
"2020-04-07","VA",63,,9,,497,497,,66,,,,0,,,,,,3333,,455,0,0,2,,,6533,,39319,2962,39319,2962,0,19,,,,0,,0
"2020-04-07","VI",1,,0,,,,,0,,,222,0,,,,,,43,,0,0,,,,,,36,,0,265,0,,,,,,0,,0
"2020-04-07","VT",23,,0,,45,45,29,0,,,6453,469,,,,,,575,575,32,0,,,,,,15,,0,7394,512,,,,,7028,501,7394,512
"2020-04-07","WA",429,,22,,,,641,0,,190,,0,,,,,,8632,8632,171,0,,,,,,,119252,5476,119252,5476,,,,,114802,5229,,0
"2020-04-07","WI",92,,15,,745,745,334,77,200,157,28512,1938,,,,,,3064,2578,198,0,,,,,,,33057,1420,33057,1420,,,,,,0,,0
"2020-04-07","WV",4,,0,,,,,0,,,,0,,,,,,412,412,67,0,,,,,,,,0,9858,1766,,,,,,0,9858,1766
"2020-04-07","WY",0,,0,,33,33,,10,,,3789,70,,,4939,,,216,216,6,0,,,,,241,62,,0,5180,367,,,,,,0,5180,367
"2020-04-06","AK",6,,0,,25,25,,4,,,,0,,,,,,191,,6,0,,,,,,,,0,6883,599,,,,,,0,6883,599
"2020-04-06","AL",50,,5,,240,240,297,9,,,12797,1515,,,,,,1968,1968,172,0,,,,,,,,0,14765,1687,,,,,14765,1687,,0
"2020-04-06","AR",16,,0,,137,137,74,7,,,11970,1558,,,,39,22,875,875,45,0,,,,,,102,,0,12845,1603,,,,,,0,12845,1603
"2020-04-06","AS",0,,0,,,,,0,,,3,0,,,,,,0,0,0,0,,,,,,,,0,3,0,,,,,,0,3,0
"2020-04-06","AZ",65,,1,,819,819,,59,,,30078,4937,,,,,,2456,,187,0,,,,,,,,0,39395,948,1,,,,32534,5124,39395,948
"2020-04-06","CA",343,,24,,,,2509,0,,1085,103095,0,,,,,,14336,14336,898,0,,,,,,,,0,117431,898,,,,,,0,117431,898
"2020-04-06","CO",150,,10,,994,994,786,70,,,21703,880,,,,,,5172,,222,0,,,,,,,28901,1202,28901,1202,,,,,26875,1102,,0
"2020-04-06","CT",206,,17,,,,1221,0,,,,0,,,24296,,,6906,,1231,0,,,,,11219,,,0,35533,1157,,,,,,0,35533,1157
"2020-04-06","DC",24,,2,,,,,0,,,,0,,,,,,1097,,99,0,,,,,,287,7453,619,7453,619,,,,,,0,,0
"2020-04-06","DE",24,20,5,4,,,101,0,,,6321,0,,,,,,673,,0,0,,,,,1053,71,10694,1247,10694,1247,,,,,,0,,0
"2020-04-06","FL",236,,18,,1682,1682,,110,,,109950,8697,,,,,,12008,,763,0,,,,,,,114285,7018,114285,7018,,,,,,0,,0
"2020-04-06","GA",229,,18,,1332,1332,,49,,,,0,,,,,,7314,,667,0,,,,,6154,,,0,31350,3409,,,,,,0,31350,3409
"2020-04-06","GU",4,,0,,,,21,0,,2,505,12,,,,,,113,,1,0,,,,,,25,,0,618,13,,,,,,0,,0
"2020-04-06","HI",4,4,0,,21,21,,2,,,13155,551,,,,,,371,,20,0,,,,,330,85,13698,450,13698,450,,,,,,0,,0
"2020-04-06","IA",25,,3,,179,179,99,14,,,10653,680,,,,,,946,946,78,0,,,,,,284,,0,11599,758,,,,,,0,,0
"2020-04-06","ID",10,,0,,77,77,62,11,16,,9894,710,,,,,,1100,1100,24,0,,,,,,,,0,10995,734,,,,,10995,734,,0
"2020-04-06","IL",307,,33,,,,,0,,,,0,,,,,,12262,,1006,0,,,,,,,,0,62942,3959,,,,,,0,62942,3959
"2020-04-06","IN",139,,12,,,,,0,,924,21247,3006,,,,,507,4944,,533,0,,,,,5526,,,0,38481,1231,,,,,,0,38481,1231
"2020-04-06","KS",25,,3,,198,198,,15,,,8239,763,,,,,,845,,98,0,,,,,,,,0,9084,861,,,,,,0,,0
"2020-04-06","KY",45,,5,,,,,0,,,,0,,,,,,955,,38,0,,,,,,,,0,18767,2104,,,,,,0,18767,2104
"2020-04-06","LA",512,,35,,,,1981,0,,,54299,6984,,,,,552,14867,14867,1857,0,,,,,,,,0,69166,8841,,,,,,0,,0
"2020-04-06","MA",448,,78,,1667,1667,1667,35,,,62592,3155,,,,,,13837,13837,1337,0,,,,,19472,,,0,98567,7580,,,,,,0,98567,7580
"2020-04-06","MD",138,131,16,7,1059,1059,,123,,,25572,844,,,,,,4045,4045,436,0,,,,,5070,184,,0,32438,2633,,,,,,0,32438,2633
"2020-04-06","ME",10,,0,,92,92,,6,,,,0,,,,,,499,499,29,0,,,,,611,158,,0,12293,494,,,,,,0,12293,494
"2020-04-06","MI",1291,1377,141,66,,,,0,,,,0,,,47262,,,25785,25186,1327,0,,,,,25019,56,,0,72281,5226,,,,,,0,72281,5226
"2020-04-06","MN",30,,1,,223,223,115,21,90,57,29155,1065,,,,,,1330,1330,113,0,,,,,,440,30485,1178,30485,1178,,,,,,0,,0
"2020-04-06","MO",39,,5,,,,439,0,,,27113,2231,,2,28257,,,2722,2722,355,0,,,0,,3673,,,0,31954,1103,,,2,,,0,31954,1103
"2020-04-06","MP",1,,0,,,,,0,,,13,0,,,,,,8,8,0,0,,,,,,,,0,21,0,,,,,,0,,0
"2020-04-06","MS",51,,8,,475,475,,0,,,18632,13052,,,,,,1738,,100,0,,,,,,,,0,20370,13152,,,,,,0,,0
"2020-04-06","MT",6,,0,,24,24,,0,,,,0,,,,,,299,,13,0,,,,,,,,0,6789,186,,,,,,0,6789,186
"2020-04-06","NC",33,,2,,,,270,0,,,,0,,,,,,2870,,285,0,,,,,,,,0,46365,1343,,,,,,0,46365,1343
"2020-04-06","ND",3,,0,,32,32,19,1,,,6988,408,,,,,,225,225,18,0,,,,,,74,7117,357,7117,357,,,,,6815,339,7169,362
"2020-04-06","NE",8,,0,,,,,0,,,6378,820,,,5917,,,409,,46,0,,,,,385,,,0,6372,423,,,,,6796,863,6372,423
"2020-04-06","NH",9,,0,,103,103,,11,,,8019,318,,,,,,715,,46,0,,,,,,151,,0,9457,360,,,,,,0,9457,360
"2020-04-06","NJ",1334,1003,150,331,,,6390,0,,,47942,3281,,,,,1263,41090,41090,3585,0,,,,,,,,0,89032,6866,,,,,89032,6866,,0
"2020-04-06","NM",12,,0,,,,48,0,,,,0,,,,,18,624,,81,0,,,,,,133,,0,19136,2308,,,,,,0,19136,2308
"2020-04-06","NV",79,,3,,,,,0,,,15676,681,,,,,,1953,1953,117,0,,,,,,,21742,536,21742,536,,,,,,0,20756,848
"2020-04-06","NY",4758,,599,,,,16837,0,,4504,,0,,,,,,130689,,8658,0,,,,,,,320811,18531,320811,18531,,,,,,0,,0
"2020-04-06","OH",142,,23,,1214,1214,,110,371,,,0,,,,,,4450,4450,407,0,,,,,4635,,,0,46654,2994,,,,,,0,46654,2994
"2020-04-06","OK",51,,5,,340,340,161,10,,143,1422,21,,,,,,1327,,75,0,,,,,,522,,0,2749,96,,,,,,0,,0
"2020-04-06","OR",27,,1,,258,258,,19,,,19556,3021,,,11359,,40,1068,,69,0,,,,,2847,,,0,14206,1884,,,,,,0,14206,1884
"2020-04-06","PA",162,,12,,1145,1145,,73,,,70874,4613,,,,,533,12980,,1470,0,,,,,,,86375,6436,86375,6436,,,,,83854,6083,,0
"2020-04-06","PR",21,,1,,,,,0,,,3432,359,,,,,,513,,38,0,,,,,,,,0,3945,397,,,,,,0,,0
"2020-04-06","RI",27,,2,,,,109,0,,37,8609,1577,,,9292,,26,1356,,206,0,,,,,1362,,8691,1343,8691,1343,,,,,9965,1783,10654,1925
"2020-04-06","SC",44,,0,,241,241,,0,,,16927,0,,,,,,2049,2049,0,0,,,,,,,,0,18976,0,,,,,,0,21384,2408
"2020-04-06","SD",4,,2,,23,23,,1,,,5732,379,,,,,,288,,48,0,,,,,1098,91,,0,6014,435,,,,,6020,427,6014,435
"2020-04-06","TN",65,,21,,352,352,834,24,,,,0,,,43548,,,3802,,169,0,,,,,3802,356,,0,47350,2050,,,,,,0,47350,2050
"2020-04-06","TX",140,,13,,,,1153,0,,,,0,,,,,,7273,7273,480,0,,,,,13274,38,,0,125568,6702,,,,,,0,125568,6702
"2020-04-06","UT",13,,5,,138,138,,14,,,33400,1304,,,34081,,,1675,,70,0,,,,,1834,,,0,35915,1438,,,,,35155,1373,35915,1438
"2020-04-06","VA",54,,3,,431,431,,41,,,,0,,,,,,2878,,241,0,,2,,,6122,,36357,3809,36357,3809,,19,,,,0,,0
"2020-04-06","VI",1,,0,,,,,0,,,222,16,,,,,,43,,1,0,,,,,,36,,0,265,17,,,,,,0,,0
"2020-04-06","VT",23,,1,,45,45,28,0,,,5984,324,,,,,,543,543,31,0,,,,,,15,,0,6882,389,,,,,6527,355,6882,389
"2020-04-06","WA",407,,21,,,,638,0,,191,,0,,,,,,8461,8461,207,0,,,,,,,113776,5383,113776,5383,,,,,109573,5136,,0
"2020-04-06","WI",77,,9,,668,668,300,44,186,136,26574,1405,,,,,,2866,2440,223,0,,,,,,,31637,1603,31637,1603,,,,,,0,,0
"2020-04-06","WV",4,,1,,,,,0,,,,0,,,,,,345,345,21,0,,,,,,,,0,8092,711,,,,,,0,8092,711
"2020-04-06","WY",0,,0,,23,23,,0,,,3719,679,,,4585,,,210,210,13,0,,,,,228,52,,0,4813,433,,,,,,0,4813,433
"2020-04-05","AK",6,,1,,21,21,,4,,,,0,,,,,,185,,14,0,,,,,,,,0,6284,244,,,,,,0,6284,244
"2020-04-05","AL",45,,2,,231,231,282,19,,,11282,2009,,,,,,1796,1796,216,0,,,,,,,,0,13078,2225,,,,,13078,2225,,0
"2020-04-05","AR",16,,2,,130,130,67,24,,,10412,785,,,,39,27,830,830,87,0,,,,,,97,,0,11242,872,,,,,,0,11242,872
"2020-04-05","AS",0,,0,,,,,0,,,3,0,,,,,,0,0,0,0,,,,,,,,0,3,0,,,,,,0,3,0
"2020-04-05","AZ",64,,12,,760,760,,49,,,25141,0,,,,,,2269,,250,0,,,,,,,,0,38447,1138,1,,,,27410,250,38447,1138
"2020-04-05","CA",319,,43,,,,2398,0,,1040,103095,1421,,,,,,13438,13438,1412,0,,,,,,,,0,116533,2833,,,,,,0,116533,2833
"2020-04-05","CO",140,,14,,924,924,786,49,,,20823,1488,,,,,,4950,,385,0,,,,,,,27699,2120,27699,2120,,,,,25773,1873,,0
"2020-04-05","CT",189,,24,,,,1142,0,,,,0,,,23609,,,5675,,399,0,,,,,10750,,,0,34376,1709,,,,,,0,34376,1709
"2020-04-05","DC",22,,1,,,,,0,,,,0,,,,,,998,,96,0,,,,,,258,6834,396,6834,396,,,,,,0,,0
"2020-04-05","DE",19,16,2,3,,,101,0,,,6321,447,,,,,,673,,80,0,,,,,834,71,9447,1071,9447,1071,,,,,,0,,0
"2020-04-05","FL",218,,27,,1572,1572,,110,,,101253,10297,,,,,,11245,,1148,0,,,,,,,107267,12143,107267,12143,,,,,,0,,0
"2020-04-05","GA",211,,10,,1283,1283,,44,,,,0,,,,,,6647,,487,0,,,,,5573,,,0,27941,1604,,,,,,0,27941,1604
"2020-04-05","GU",4,,0,,,,21,0,,2,493,21,,,,,,112,,19,0,,,,,,23,,0,605,40,,,,,,0,,0
"2020-04-05","HI",4,4,1,,19,19,,1,,,12604,645,,,,,,351,,32,0,,,,,317,82,13248,760,13248,760,,,,,,0,,0
"2020-04-05","IA",22,,8,,165,165,91,12,,,9973,519,,,,,,868,868,82,0,,,,,,188,,0,10841,601,,,,,,0,,0
"2020-04-05","ID",10,,0,,66,66,51,4,11,,9184,1327,,,,,,1076,1076,64,0,,,,,,,,0,10261,1391,,,,,10261,1391,,0
"2020-04-05","IL",274,,31,,,,,0,,,,0,,,,,,11256,,899,0,,,,,,,,0,58983,5402,,,,,,0,58983,5402
"2020-04-05","IN",127,,11,,,,,0,,,18241,2394,,,,,,4411,,458,0,,,,,5300,,,0,37250,1789,,,,,,0,37250,1789
