"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-07-23","WI",885,878,13,7,4273,4273,187,48,857,51,778842,14212,,,,,,49669,45899,1086,0,,,,,,35502,1094528,20183,1094528,20183,,,,,824741,15264,,0
"2020-07-23","WV",103,,2,,,,88,0,,38,,0,,,,,16,5550,5420,344,0,,,,,,3913,,0,244241,3713,13368,,,,,0,244241,3713
"2020-07-23","WY",25,,0,,153,153,15,1,,,45823,3896,,,71853,,,2347,1923,59,0,,,,,2211,1794,,0,74064,968,,,,,47745,4140,74064,968
"2020-07-22","AK",19,19,1,,118,118,34,5,,,,0,,,,,1,2139,,94,0,,,,,,753,,0,185333,6707,,,,,,0,185333,6707
"2020-07-22","AL",1364,1325,61,39,8538,8538,1468,0,1018,,537675,7652,,,,540,,71813,70413,1455,0,,,,,,29736,,0,608088,8990,,,,,608088,8990,,0
"2020-07-22","AR",380,,6,,2317,2317,474,60,,,404980,0,,,,323,107,35246,35246,591,0,,,,,,27990,,0,439635,0,,,,,,0,439635,0
"2020-07-22","AS",0,,0,,,,,0,,,1037,0,,,,,,0,0,0,0,,,,,,,,0,1037,0,,,,,,0,1037,0
"2020-07-22","AZ",2974,2431,56,152,7047,7047,3094,153,,870,663372,4389,,,,,609,150609,137710,1926,0,,,,,,,,0,1190282,18935,249837,,213144,,813981,6315,1190282,18935
"2020-07-22","CA",7870,,115,,,,8820,0,,2284,,0,,,,,,413576,413576,12807,0,,,,,,,,0,6664419,127487,,,,,,0,6664419,127487
"2020-07-22","CO",1771,1435,8,336,6133,6133,351,23,,,423713,7370,120398,,,,,41698,38562,639,0,8823,,,,,,585551,11389,585551,11389,129221,,,,462275,7985,,0
"2020-07-22","CT",4406,3527,0,879,10654,10654,63,0,,,,0,,,685537,,,48223,46203,127,0,,,,,60171,8466,,0,747508,13819,,,,,,0,747508,13819
"2020-07-22","DC",580,,0,,,,81,0,,18,,0,,,,,11,11529,,102,0,,,,,,1974,159572,3861,159572,3861,,,,,113858,2614,,0
"2020-07-22","DE",527,469,2,58,,,61,0,,7,145641,1040,,,,,,13792,12804,46,0,,,,,17391,7859,224096,3419,224096,3419,,,,,159433,1086,,0
"2020-07-22","FL",5459,5459,140,,22588,22588,9475,465,,,2775092,45176,,311824,3507785,,,373637,,9664,0,,,14627,,473128,,3750496,88585,3750496,88585,,,326476,,3158741,55067,3993867,80957
"2020-07-22","GA",3335,,81,,15922,15922,3179,428,2967,,,0,,,,,,152302,152302,3314,0,12035,,,,138819,,,0,1333343,22026,203453,,,,,0,1333343,22026
"2020-07-22","GU",5,,0,,,,3,0,,,18752,322,,,,,,330,322,3,0,2,,,,,242,,0,19082,325,145,,,,,0,19074,491
"2020-07-22","HI",24,24,0,,151,151,47,1,,,106764,1374,,,,,,1418,,25,0,,,,,1374,1084,130126,1668,130126,1668,,,,,108182,1399,131371,1861
"2020-07-22","IA",808,,6,,,,224,0,,71,386643,3684,,34967,,,31,39793,39793,319,0,,,2641,,,28607,,0,426436,4003,,,37646,,427908,4030,,0
"2020-07-22","ID",126,103,4,33,656,656,188,35,197,46,138149,2344,,,,,,15822,14860,556,0,,,,,,4504,,0,153009,2867,,,,,153009,2867,,0
"2020-07-22","IL",7540,7347,23,193,,,1456,0,,337,,0,,,,,132,166476,165301,1598,0,,,,,,,,0,2348487,39633,,,,,,0,2348487,39633
"2020-07-22","IN",2863,2666,17,197,8020,8020,869,79,1703,327,595740,8851,,,,,85,58673,,757,0,,,,,63089,,,0,867123,17034,,,,,654413,9608,867123,17034
"2020-07-22","KS",308,,1,,1545,1545,,48,450,112,244582,6385,,,,164,28,24104,,770,0,,,,,,,,0,268686,7155,,,,,268686,7155,,0
"2020-07-22","KY",677,673,3,4,2914,2914,603,14,1039,145,,0,,,,,,24540,23336,480,0,,,,,,7000,,0,517871,10322,42223,,,,,0,517871,10322
"2020-07-22","LA",3670,3558,62,112,,,1581,0,,,1053547,27168,,,,,188,99354,99354,2771,0,,,,,,61456,,0,1152901,29939,,,,,,0,1152901,29939
"2020-07-22","MA",8468,8249,18,219,11761,11761,532,15,,63,955742,10594,,,,,37,114320,107413,287,0,,,,,143566,96452,,0,1432182,18328,,,87346,,1063155,10786,1432182,18328
"2020-07-22","MD",3405,3276,3,129,11997,11997,505,48,,137,702661,17839,,,,,,80172,80172,627,0,,,,,94213,5434,,0,994637,21021,,,,,782833,18466,994637,21021
"2020-07-22","ME",118,117,0,1,377,377,10,0,,8,,0,8113,,,,4,3723,3321,0,0,386,,,,4156,3216,,0,143585,2736,8509,,,,,0,143585,2736
"2020-07-22","MI",6388,6141,6,247,,,680,0,,210,,0,,,1475883,,120,83730,75248,671,0,,,,,105402,55162,,0,1581285,30588,200528,,,,,0,1581285,30588
"2020-07-22","MN",1592,1552,4,40,4771,4771,273,48,1423,119,840590,11188,,,,,,47961,47961,504,0,,,,,,42234,888551,11692,888551,11692,,,,,,0,,0
"2020-07-22","MO",1159,,16,,,,875,0,,,553397,7839,,53746,707077,,86,36063,36063,1301,0,,,1876,,40767,,,0,749051,9911,,,55622,,589460,9140,749051,9911
"2020-07-22","MP",2,,0,,4,4,,0,,,11300,245,,,,,,38,38,0,0,,,,,,29,,0,11338,245,,,,,11338,246,12745,509
"2020-07-22","MS",1423,1390,34,33,3844,3844,1165,47,,293,355959,6285,,,,,138,47071,46515,1547,0,,,,,,30315,,0,403030,7832,15210,,,,,0,402474,7801
"2020-07-22","MT",42,,2,,179,179,52,5,,,,0,,,,,,2813,,101,0,,,,,,1543,,0,143518,2516,,,,,,0,143518,2516
"2020-07-22","NC",1698,1698,30,,,,1137,0,,338,,0,,,,,,105001,105001,2140,0,,,,,,,,0,1349841,19982,,,,,,0,1349841,19982
"2020-07-22","ND",100,,2,,317,317,52,8,,,133899,1813,6277,,,,,5356,5356,159,0,234,,,,,4407,264021,4035,264021,4035,6511,,,,136540,1882,270975,4256
"2020-07-22","NE",310,,4,,1508,1508,118,6,,,219431,3837,,,278266,,,23190,,343,0,,,,,28419,17389,,0,307468,6691,,,,,242889,4197,307468,6691
"2020-07-22","NH",402,,2,,680,680,24,3,198,,140584,1308,,,,,,6295,,33,0,,,,,,5341,,0,207241,2206,26173,,25796,,146879,1341,207241,2206
"2020-07-22","NJ",15557,13787,24,1770,21184,21184,873,85,,151,1663284,22585,,,,,77,179519,177645,443,0,,,,,,,,0,1842803,23028,,,,,,0,1840929,22974
"2020-07-22","NM",591,,3,,2470,2470,178,37,,,,0,,,,,,17828,,311,0,,,,,,6974,,0,489334,7803,,,,,,0,489334,7803
"2020-07-22","NV",704,,28,,,,1102,0,,299,365651,4357,,,,,154,38657,38657,1129,0,,,,,,,567180,11806,567180,11806,,,,,401440,5361,510978,7514
"2020-07-22","NY",25068,,10,,,,714,0,,179,,0,,,,,96,408886,,705,0,,,,,,,5298640,67659,5298640,67659,,,,,,0,,0
"2020-07-22","OH",3235,2976,16,259,9864,9864,1098,128,2386,347,,0,,,,,169,78742,74409,1527,0,,,,,86295,54426,,0,1308662,22686,,,,,,0,1308662,22686
"2020-07-22","OK",474,,13,,2540,2540,630,137,,257,478297,6240,,,478297,,,27301,27301,975,0,1854,,,,31051,21596,,0,505598,7215,55185,,,,,0,510359,7033
"2020-07-22","OR",269,,7,,1406,1406,237,19,,64,330124,4927,,,511905,,34,15139,,292,0,,,,,27731,3381,,0,539636,7955,,,,,344479,5197,539636,7955
"2020-07-22","PA",7063,,25,,,,735,0,,,968081,15083,,,,,100,103396,100483,631,0,,,,,,77547,1358246,22893,1358246,22893,,,,,1068564,15691,,0
"2020-07-22","PR",185,84,5,101,,,415,0,,49,255766,0,,,253922,,31,4330,4330,75,0,8708,,,,3966,,,0,260096,75,,,,,,0,258001,0
"2020-07-22","RI",997,,1,,2127,2127,67,11,,5,168794,1816,,,295522,,3,18062,,76,0,,,,,26350,,326177,4328,326177,4328,,,,,186856,1892,321872,4328
"2020-07-22","SC",1285,1242,64,43,4498,4498,1607,0,,,534118,8762,46124,,513352,,,75042,74761,1705,0,2883,,,,93527,27062,,0,609160,10467,49007,,,,,0,608879,10422
"2020-07-22","SD",119,,1,,790,790,56,14,,,92981,1155,,,,,,8077,,58,0,,,,,13001,7159,,0,122652,2255,,,,,101058,1213,122652,2255
"2020-07-22","TN",888,855,17,33,3907,3907,1451,109,,,,0,,,1164250,,,84417,83582,2473,0,,,,,98743,49748,,0,1262993,25582,,,,,,0,1262993,25582
"2020-07-22","TX",4348,,197,,,,10893,0,,3160,,0,,,,,,351618,351618,9879,0,8737,7612,,,557438,195315,,0,3927752,64102,227696,40778,,,,0,3927752,64102
"2020-07-22","UT",260,,9,,2135,2135,234,26,563,94,448145,5530,,,538558,231,,35578,,566,0,,390,,369,39777,22532,,0,578335,7953,,997,,830,483896,6140,578335,7953
"2020-07-22","VA",2051,1948,3,103,7351,7351,1157,84,,253,,0,,,,,136,80393,77380,1022,0,6252,527,,,94379,,951174,14026,951174,14026,103203,749,,,,0,,0
"2020-07-22","VI",7,,1,,,,,0,,,7146,293,,,,,,320,,12,0,,,,,,172,,0,7466,305,,,,,7557,278,,0
"2020-07-22","VT",56,56,0,,,,14,0,,,83412,962,,,,,,1368,1368,2,0,,,,,,1152,,0,107034,1458,,,,,84780,964,107034,1458
"2020-07-22","WA",1465,1465,12,,5161,5161,546,59,,,,0,,,,,51,51686,51617,1000,0,,,,,,,974082,15767,974082,15767,,,,,841184,14830,,0
"2020-07-22","WI",872,865,6,7,4225,4225,167,31,848,63,764630,14068,,,,,,48583,44847,747,0,,,,,,34682,1074345,21969,1074345,21969,,,,,809477,14780,,0
"2020-07-22","WV",101,,0,,,,78,0,,33,,0,,,,,16,5206,5081,7,0,,,,,,3625,,0,240528,3917,13019,,,,,0,240528,3917
"2020-07-22","WY",25,,0,,152,152,13,6,,,41927,0,,,70933,,,2288,1864,50,0,,,,,2163,1745,,0,73096,1267,,,,,43605,0,73096,1267
"2020-07-21","AK",18,18,0,,113,113,32,2,,,,0,,,,,1,2045,,90,0,,,,,,737,,0,178626,3040,,,,,,0,178626,3040
"2020-07-21","AL",1303,1268,12,35,8538,8538,1549,170,1009,,530023,5126,,,,535,,70358,69075,1467,0,,,,,,29736,,0,599098,6490,,,,,599098,6490,,0
"2020-07-21","AR",374,,17,,2257,2257,488,55,,,404980,6091,,,,316,111,34655,34655,728,0,,,,,,27283,,0,439635,6819,,,,,,0,439635,6819
"2020-07-21","AS",0,,0,,,,,0,,,1037,0,,,,,,0,0,0,0,,,,,,,,0,1037,0,,,,,,0,1037,0
"2020-07-21","AZ",2918,2431,134,152,6894,6894,3041,196,,865,658983,10643,,,,,608,148683,137710,3500,0,,,,,,,,0,1171347,18865,246810,,211454,,807666,14143,1171347,18865
"2020-07-21","CA",7755,,61,,,,8681,0,,2226,,0,,,,,,400769,400769,9231,0,,,,,,,,0,6536932,122611,,,,,,0,6536932,122611
"2020-07-21","CO",1763,1430,5,333,6110,6110,373,53,,,416343,5610,119661,,,,,41059,37947,493,0,8762,,,,,,574162,8863,574162,8863,128423,,,,454290,6086,,0
"2020-07-21","CT",4406,3527,0,879,10654,10654,62,0,,,,0,,,671874,,,48096,46116,41,0,,,,,60021,8466,,0,733689,13048,,,,,,0,733689,13048
"2020-07-21","DC",580,,1,,,,83,0,,19,,0,,,,,13,11427,,88,0,,,,,,1932,155711,3971,155711,3971,,,,,111244,2177,,0
"2020-07-21","DE",525,467,2,58,,,58,0,,11,144601,5125,,,,,,13746,12763,227,0,,,,,17267,7362,220677,4013,220677,4013,,,,,158347,5352,,0
"2020-07-21","FL",5319,5319,136,,22123,22123,9520,518,,,2729916,38204,,311824,3439642,,,363973,,9263,0,,,14627,,460918,,3661911,66455,3661911,66455,,,326476,,3103674,47752,3912910,67640
"2020-07-21","GA",3254,,78,,15494,15494,3155,447,2904,,,0,,,,,,148988,148988,3413,0,12022,,,,136168,,,0,1311317,22036,203234,,,,,0,1311317,22036
"2020-07-21","GU",5,,0,,,,3,0,,,18430,178,,,,,,327,319,8,0,2,,,,,235,,0,18757,186,145,,,,,0,18583,0
"2020-07-21","HI",24,24,0,,150,150,46,0,,,105390,815,,,,,,1393,,12,0,,,,,1348,1057,128458,1240,128458,1240,,,,,106783,827,129510,1136
"2020-07-21","IA",802,,5,,,,223,0,,74,382959,3581,,34865,,,32,39474,39474,308,0,,,2632,,,28388,,0,422433,3889,,,37535,,423878,4016,,0
"2020-07-21","ID",122,100,3,22,621,621,188,21,186,46,135805,2790,,,,,,15266,14337,393,0,,,,,,4335,,0,150142,3148,,,,,150142,3148,,0
"2020-07-21","IL",7517,7324,23,193,,,1466,0,,320,,0,,,,,142,164878,163703,955,0,,,,,,,,0,2308854,29745,,,,,,0,2308854,29745
"2020-07-21","IN",2846,2652,21,194,7941,7941,803,0,1691,267,586889,8435,,,,,82,57916,,710,0,,,,,61982,,,0,850089,17689,,,,,644805,9145,850089,17689
"2020-07-21","KS",307,,0,,1497,1497,,0,439,111,238197,0,,,,162,21,23334,,0,0,,,,,,,,0,261531,0,,,,,261531,0,,0
"2020-07-21","KY",674,670,3,4,2900,2900,532,18,1036,136,,0,,,,,,24060,22916,646,0,,,,,,6927,,0,507549,14481,41592,,,,,0,507549,14481
"2020-07-21","LA",3608,3498,36,110,,,1527,0,,,1026379,18347,,,,,186,96583,96583,1691,0,,,,,,53288,,0,1122962,20038,,,,,,0,1122962,20038
"2020-07-21","MA",8450,8231,17,219,11746,11746,513,24,,63,945148,7656,,,,,33,114033,107221,244,0,,,,,143238,95390,,0,1413854,19710,,,87006,,1052369,7821,1413854,19710
"2020-07-21","MD",3402,3272,20,130,11949,11949,484,52,,131,684822,14228,,,,,,79545,79545,860,0,,,,,93322,5380,,0,973616,20550,,,,,764367,15088,973616,20550
"2020-07-21","ME",118,117,1,1,377,377,12,2,,8,,0,8084,,,,4,3723,3300,12,0,386,,,,4127,3191,,0,140849,2966,8479,,,,,0,140849,2966
"2020-07-21","MI",6382,6135,9,247,,,680,0,,210,,0,,,1446316,,130,83059,74725,664,0,,,,,104381,55162,,0,1550697,22893,199230,,,,,0,1550697,22893
"2020-07-21","MN",1588,1548,3,40,4723,4723,266,45,1412,112,829402,9099,,,,,,47457,47457,350,0,,,,,,41511,876859,9449,876859,9449,,,,,,0,,0
"2020-07-21","MO",1143,,11,,,,875,0,,,545558,7270,,53130,698398,,86,34762,34762,1138,0,,,1861,,39567,,,0,739140,11003,,,54991,,580320,8408,739140,11003
"2020-07-21","MP",2,,0,,4,4,,0,,,11055,0,,,,,,38,38,1,0,,,,,,29,,0,11093,1,,,,,11092,0,12236,0
"2020-07-21","MS",1389,1358,31,31,3797,3797,1154,31,,293,349674,3588,,,,,140,45524,44999,1635,0,,,,,,30315,,0,395198,5223,15176,,,,,0,394673,5207
"2020-07-21","MT",40,,1,,174,174,49,7,,,,0,,,,,,2712,,91,0,,,,,,1493,,0,141002,1960,,,,,,0,141002,1960
"2020-07-21","NC",1668,1668,26,,,,1179,0,,,,0,,,,,,102861,102861,1815,0,,,,,,,,0,1329859,21111,,,,,,0,1329859,21111
"2020-07-21","ND",98,,1,,309,309,46,4,,,132086,1234,6241,,,,,5197,5197,82,0,233,,,,,4319,259986,3573,259986,3573,6474,,,,134658,1238,266719,3745
"2020-07-21","NE",306,,5,,1502,1502,115,20,,,215594,3281,,,272028,,,22847,,264,0,,,,,27991,17237,,0,300777,4406,,,,,238692,3543,300777,4406
"2020-07-21","NH",400,,2,,677,677,23,4,196,,139276,703,,,,,,6262,,13,0,,,,,,5316,,0,205035,1830,25992,,25611,,145538,716,205035,1830
"2020-07-21","NJ",15533,13763,23,1770,21099,21099,833,41,,169,1640699,14788,,,,,79,179076,177256,353,0,,,,,,,,0,1819775,15141,,,,,,0,1817955,15081
"2020-07-21","NM",588,,10,,2433,2433,154,34,,,,0,,,,,,17517,,302,0,,,,,,6870,,0,481531,5034,,,,,,0,481531,5034
"2020-07-21","NV",676,,28,,,,1095,0,,301,361294,2586,,,,,143,37528,37528,815,0,,,,,,,555374,8821,555374,8821,,,,,396079,3091,503464,4725
"2020-07-21","NY",25058,,2,,,,724,0,,163,,0,,,,,91,408181,,855,0,,,,,,,5230981,66169,5230981,66169,,,,,,0,,0
"2020-07-21","OH",3219,2959,30,260,9736,9736,1097,126,2367,342,,0,,,,,168,77215,72963,1047,0,,,,,84961,53077,,0,1285976,18528,,,,,,0,1285976,18528
"2020-07-21","OK",461,,9,,2403,2403,613,0,,248,472057,21382,,,472057,,,26326,26326,893,0,1854,,,,30273,20663,,0,498383,22275,55185,,,,,0,503326,23779
"2020-07-21","OR",262,,2,,1387,1387,233,60,,70,325197,4186,,,504347,,34,14847,,268,0,,,,,27334,3338,,0,531681,7586,,,,,339282,15804,531681,7586
"2020-07-21","PA",7038,,20,,,,736,0,,,952998,14823,,,,,98,102765,99875,1027,0,,,,,,77073,1335353,23129,1335353,23129,,,,,1052873,15826,,0
"2020-07-21","PR",180,81,0,99,,,375,0,,40,255766,0,,,253922,,24,4255,4255,244,0,8685,,,,3966,,,0,260021,244,,,,,,0,258001,0
"2020-07-21","RI",996,,1,,2116,2116,64,6,,4,166978,1257,,,291322,,2,17986,,82,0,,,,,26222,,321849,2662,321849,2662,,,,,184964,1339,317544,2388
"2020-07-21","SC",1221,1203,57,18,4498,4498,1593,316,,,525356,8485,45784,,506998,,,73337,73101,1892,0,2806,,,,91459,27062,,0,598693,10377,48590,,,,,0,598457,10373
"2020-07-21","SD",118,,0,,776,776,62,2,,,91826,1115,,,,,,8019,,76,0,,,,,12921,7081,,0,120397,669,,,,,99845,1191,120397,669
"2020-07-21","TN",871,840,24,31,3798,3798,1461,86,,,,0,,,1141646,,,81944,81122,2190,0,,,,,95765,47852,,0,1237411,23028,,,,,,0,1237411,23028
"2020-07-21","TX",4151,,131,,,,10848,0,,3329,,0,,,,,,341739,341739,9305,0,8562,7378,,,546991,186529,,0,3863650,68310,226323,38804,,,,0,3863650,68310
"2020-07-21","UT",251,,4,,2109,2109,219,43,554,96,442615,5086,,,531294,229,,35012,,486,0,,373,,354,39088,22032,,0,570382,7559,,954,,799,477756,5648,570382,7559
"2020-07-21","VA",2048,1945,17,103,7267,7267,1189,66,,258,,0,,,,,127,79371,76427,996,0,6159,501,,,94379,,937148,19647,937148,19647,102208,709,,,,0,,0
"2020-07-21","VI",6,,0,,,,,0,,,6853,236,,,,,,308,,4,0,,,,,,158,,0,7161,240,,,,,7279,307,,0
"2020-07-21","VT",56,56,0,,,,19,0,,,82450,946,,,,,,1366,1366,7,0,,,,,,1148,,0,105576,1334,,,,,83816,953,105576,1334
"2020-07-21","WA",1453,1453,6,,5102,5102,494,39,,,,0,,,,,43,50686,50620,343,0,,,,,,,958315,17057,958315,17057,,,,,826354,17015,,0
"2020-07-21","WI",866,859,13,7,4194,4194,354,65,838,101,750562,13371,,,,,,47836,44135,1161,0,,,,,,33902,1052376,17640,1052376,17640,,,,,794697,14488,,0
"2020-07-21","WV",101,,1,,,,77,0,,33,,0,,,,,16,5199,5074,57,0,,,,,,3546,,0,236611,5322,12970,,,,,0,236611,5322
"2020-07-21","WY",25,,1,,146,146,13,2,,,41927,0,,,69717,,,2238,1830,51,0,,,,,2112,1694,,0,71829,1492,,,,,43605,0,71829,1492
"2020-07-20","AK",18,18,0,,111,111,29,1,,,,0,,,,,0,1955,,73,0,,,,,,712,,0,175586,2576,,,,,,0,175586,2576
"2020-07-20","AL",1291,1257,4,34,8368,8368,1571,586,994,,524897,6375,,,,528,,68891,67711,1880,0,,,,,,29736,,0,592608,8221,,,,,592608,8221,,0
"2020-07-20","AR",357,,0,,2202,2202,471,25,,,398889,12251,,,,309,111,33927,33927,1394,0,,,,,,26397,,0,432816,13645,,,,,,0,432816,13645
"2020-07-20","AS",0,,0,,,,,0,,,1037,0,,,,,,0,0,0,0,,,,,,,,0,1037,0,,,,,,0,1037,0
"2020-07-20","AZ",2784,2431,23,152,6698,6698,3084,66,,886,648340,5985,,,,,622,145183,137710,1559,0,,,,,,,,0,1152482,7363,246336,,210464,,793523,7544,1152482,7363
"2020-07-20","CA",7694,,9,,,,8419,0,,2157,,0,,,,,,391538,391538,6846,0,,,,,,,,0,6414321,127469,,,,,,0,6414321,127469
"2020-07-20","CO",1758,1426,6,332,6057,6057,386,25,,,410733,8706,119169,,,,,40566,37471,424,0,8717,,,,,,565299,12383,565299,12383,127886,,,,448204,9136,,0
"2020-07-20","CT",4406,3525,10,881,10654,10654,54,0,,,,0,,,658972,,,48055,46071,162,0,,,,,59891,8466,,0,720641,6097,,,,,,0,720641,6097
"2020-07-20","DC",579,,1,,,,83,0,,19,,0,,,,,12,11339,,78,0,,,,,,1909,151740,3975,151740,3975,,,,,109067,2142,,0
"2020-07-20","DE",523,465,0,58,,,47,0,,9,139476,0,,,,,,13519,12537,0,0,,,,,17165,7362,216664,4709,216664,4709,,,,,152995,0,,0
"2020-07-20","FL",5183,5183,92,,21605,21605,9489,296,,,2691712,39118,,284980,3384679,,,354710,,10405,0,,,12002,,448764,,3595456,68914,3595456,68914,,,297009,,3055922,49632,3845270,69334
"2020-07-20","GA",3176,,3,,15047,15047,3183,37,2829,,,0,,,,,,145575,145575,2452,0,11985,,,,133176,,,0,1289281,16442,202941,,,,,0,1289281,16442
"2020-07-20","GU",5,,0,,,,3,0,,,18252,314,,,,,,319,311,4,0,2,,,,,235,,0,18571,318,145,,,,,0,18583,339
"2020-07-20","HI",24,24,0,,150,150,33,10,,,104575,1294,,,,,,1381,,27,0,,,,,1336,1043,127218,1983,127218,1983,,,,,105956,1321,128374,1920
"2020-07-20","IA",797,,3,,,,221,0,,76,379378,2610,,34610,,,30,39166,39166,443,0,,,2619,,,28024,,0,418544,3053,,,37265,,419862,3127,,0
"2020-07-20","ID",119,97,0,22,600,600,224,17,181,33,133015,1131,,,,,,14873,13979,571,0,,,,,,4149,,0,146994,1691,,,,,146994,1691,,0
"2020-07-20","IL",7494,7301,6,193,,,1410,0,,308,,0,,,,,133,163923,162748,1173,0,,,,,,,,0,2279109,34598,,,,,,0,2279109,34598
"2020-07-20","IN",2825,2632,3,193,7941,7941,805,46,1691,248,578454,8145,,,,,85,57206,,635,0,,,,,60881,,,0,832400,4207,,,,,635660,8780,832400,4207
"2020-07-20","KS",307,,8,,1497,1497,,44,439,111,238197,10809,,,,162,21,23334,,1369,0,,,,,,,,0,261531,12178,,,,,261531,12178,,0
"2020-07-20","KY",671,667,1,4,2882,2882,542,2,1035,114,,0,,,,,,23414,22328,253,0,,,,,,6876,,0,493068,1410,40357,,,,,0,493068,1410
"2020-07-20","LA",3572,3462,29,110,,,1508,0,,,1008032,30434,,,,,192,94892,94892,3186,0,,,,,,53288,,0,1102924,33620,,,,,,0,1102924,33620
"2020-07-20","MA",8433,8214,2,219,11722,11722,483,5,,67,937492,10491,,,,,38,113789,107056,255,0,,,,,142899,95390,,0,1394144,17430,,,86433,,1044548,10665,1394144,17430
"2020-07-20","MD",3382,3252,5,130,11897,11897,463,56,,136,670594,8940,,,,,,78685,78685,554,0,,,,,92337,5344,,0,953066,14755,,,,,749279,9494,953066,14755
"2020-07-20","ME",117,116,0,1,375,375,12,0,,10,,0,8068,,,,4,3711,3287,24,0,385,,,,4112,3159,,0,137883,1743,8463,,,,,0,137883,1743
"2020-07-20","MI",6373,6126,7,247,,,680,0,,210,,0,,,1424394,,102,82395,74152,527,0,,,,,103410,55162,,0,1527804,22600,198479,,,,,0,1527804,22600
"2020-07-20","MN",1585,1545,4,40,4678,4678,247,51,1397,115,820303,13319,,,,,,47107,47107,903,0,,,,,,40742,867410,14222,867410,14222,,,,,,0,,0
"2020-07-20","MO",1132,,3,,,,875,0,,,538288,12303,,52923,688187,,86,33624,33624,530,0,,,1842,,38855,,,0,728137,19094,,,54765,,571912,12833,728137,19094
"2020-07-20","MP",2,,0,,4,4,,0,,,11055,389,,,,,,37,37,0,0,,,,,,29,,0,11092,389,,,,,11092,395,12236,901
"2020-07-20","MS",1358,1327,3,31,3766,3766,1119,39,,284,346086,10647,,,,,143,43889,43380,1251,0,,,,,,30315,,0,389975,11898,15082,,,,,0,389466,12673
"2020-07-20","MT",39,,2,,167,167,48,2,,,,0,,,,,,2621,,88,0,,,,,,1334,,0,139042,5883,,,,,,0,139042,5883
"2020-07-20","NC",1642,1642,8,,,,1086,0,,,,0,,,,,,101046,101046,1268,0,,,,,,,,0,1308748,24440,,,,,,0,1308748,24440
"2020-07-20","ND",97,,1,,305,305,47,3,,,130852,2017,6129,,,,,5115,5115,106,0,230,,,,,4219,256413,5509,256413,5509,6359,,,,133420,2046,262974,5718
"2020-07-20","NE",301,,0,,1482,1482,121,1,,,212313,2393,,,267985,,,22583,,102,0,,,,,27632,17112,,0,296371,2890,,,,,235149,2495,296371,2890
"2020-07-20","NH",398,,0,,673,673,20,0,193,,138573,1398,,,,,,6249,,46,0,,,,,,5286,,0,203205,3001,25837,,25499,,144822,1444,203205,3001
"2020-07-20","NJ",15510,13741,10,1769,21058,21058,798,-6,,146,1625911,11557,,,,,72,178723,176963,201,0,,,,,,,,0,1804634,11758,,,,,,0,1802874,11737
"2020-07-20","NM",578,,7,,2399,2399,154,12,,,,0,,,,,,17215,,244,0,,,,,,6814,,0,476497,7282,,,,,,0,476497,7282
"2020-07-20","NV",648,,1,,,,1086,0,,304,358708,4685,,,,,156,36713,36713,948,0,,,,,,,546553,2720,546553,2720,,,,,392988,5914,498739,8095
"2020-07-20","NY",25056,,8,,,,716,0,,158,,0,,,,,93,407326,,519,0,,,,,,,5164812,49342,5164812,49342,,,,,,0,,0
"2020-07-20","OH",3189,2931,15,258,9610,9610,1065,55,2344,318,,0,,,,,165,76168,71952,1236,0,,,,,83862,51860,,0,1267448,22335,,,,,,0,1267448,22335
"2020-07-20","OK",452,,1,,2403,2403,604,15,,232,450675,0,,,450675,,,25433,25433,168,0,1854,,,,27903,19750,,0,476108,168,55185,,,,,0,479547,0
"2020-07-20","OR",260,,3,,1327,1327,242,0,,64,321011,4367,,,497209,,34,14579,,430,0,,,,,26886,3225,,0,524095,7591,,,,,323478,0,524095,7591
"2020-07-20","PA",7018,,3,,,,706,0,,,938175,11823,,,,,98,101738,98872,711,0,,,,,,76780,1312224,17779,1312224,17779,,,,,1037047,12531,,0
"2020-07-20","PR",180,81,2,99,,,336,0,,31,255766,0,,,253922,,20,4011,4011,220,0,8450,,,,3966,,,0,259777,220,,,,,,0,258001,0
"2020-07-20","RI",995,,5,,2110,2110,61,22,,2,165721,4313,,,289004,,2,17904,,111,0,,,,,26152,,319187,2647,319187,2647,,,,,183625,4424,315156,10386
"2020-07-20","SC",1164,1147,9,17,4182,4182,1593,0,,,516871,9471,45729,,498977,,,71445,71213,1459,0,2781,,,,89107,22553,,0,588316,10930,48510,,,,,0,588084,10919
"2020-07-20","SD",118,,0,,774,774,65,0,,,90711,530,,,,,,7943,,37,0,,,,,12879,6996,,0,119728,692,,,,,98654,567,119728,692
